Z_PK,Z_ENT,Z_OPT,ZUUIDHASH,ZEVENT,ZSOURCE,ZCATEGORYTYPE,ZINTEGERVALUE,ZCOMPATIBILITYVERSION,ZENDDAYOFWEEK,ZENDSECONDOFDAY,ZHASCUSTOMMETADATA,ZHASSTRUCTUREDMETADATA,ZSECONDSFROMGMT,ZSHOULDSYNC,ZSTARTDAYOFWEEK,ZSTARTSECONDOFDAY,ZVALUECLASS,ZVALUEINTEGER,ZVALUETYPECODE,ZSTRUCTUREDMETADATA,ZVALUE,Z9_VALUE,ZIDENTIFIERTYPE,ZQUANTITYTYPE,ZCREATIONDATE,ZLOCALCREATIONDATE,ZCONFIDENCE,ZENDDATE,ZSTARTDATE,ZVALUEDOUBLE,ZDOUBLEVALUE,ZUUID,ZSTREAMNAME,ZVALUESTRING,ZSTRING,ZMETADATA
22628,11,1,196755172563954516,,,,,0,5,70720,0,1,7200,0,5,70718,1,8276368722376633518,6584185901589580638,2645.0,,,,,743024320.1185,743024320.1185,1.0,743024320.0,743024318.0,8.276368722376633e+18,,900D663D-D019-41DA-85D2-B16E5705CFFC,/app/usage,org.openvpn.client.app,,
22629,11,1,2682255193589119685,,,,,0,5,70774,0,1,7200,0,5,70720,1,2961235614696431925,6584185901589580638,2645.0,,,,,743024374.319735,743024374.319735,1.0,743024374.0,743024320.0,2.961235614696432e+18,,FCEB9D53-E3D0-4FCD-BE6E-8863E806ABB8,/app/usage,com.apple.finder,,
22630,11,1,6568932766089455832,,,,,0,5,72292,0,1,7200,0,5,70774,1,2265061383570402976,6584185901589580638,2645.0,,,,,743025892.312596,743025892.312596,1.0,743025892.0,743024374.0,2.265061383570403e+18,,E1477DF2-168E-4CED-84F1-3DBE9F6FD4B2,/app/usage,com.brave.Browser,,
22631,11,1,1142452163301640102,,,,,0,5,72292,0,0,7200,0,5,69832,2,1,-2475731913145812025,,,,,,743025892.337538,743025892.337538,1.0,743025892.0,743023432.0,1.0,,966E8E7A-B11F-4AA3-A6B5-D9FEF424E458,/display/isBacklit,,,
22632,11,1,-376201815441767097,,,,,0,5,72296,0,0,7200,0,5,72296,1,4625102430714171670,-635635896434291546,,,,,,743025896.989057,743025896.989616,1.0,743025896.654094,742421096.909513,4.625102430714171e+18,,2533B2EB-1807-45B7-829C-1F629E07901A,/knowledge-sync-addition-window/3B75B703-4E06-5939-9BF5-B43E5DDD01EA,Cloud(Up),,
22633,11,1,-494207448672672261,,,,,0,5,72297,0,0,7200,0,7,0,1,4625102430714171670,-635635896434291546,,,,,,743025897.306459,743025897.306459,1.0,743025897.303643,-63114076800.0,4.625102430714171e+18,,CCB7CF13-F90F-4ACB-8F97-76726EFA4590,/knowledge-sync-deletion-bookmark/3B75B703-4E06-5939-9BF5-B43E5DDD01EA,Cloud(Up),,
22634,11,1,7770358867267901181,,,,,0,5,72324,0,0,7200,0,5,72292,2,0,-2475731913145812025,,,,,,743025926.37877,743025926.37877,1.0,743025924.0,743025892.0,0.0,,22A25E08-8B33-4F23-BAE6-C3FD8CAB09B6,/display/isBacklit,,,
22635,11,1,-932361954869688924,,,,,0,5,72751,0,1,7200,0,5,72326,1,2265061383570402976,6584185901589580638,2645.0,,,,,743026351.262533,743026351.262533,1.0,743026351.0,743025926.0,2.265061383570403e+18,,0F8C6ED1-D4BB-4E7F-BFB2-800FFDC9C123,/app/usage,com.brave.Browser,,
22636,11,1,-3740851162756069413,,,,,0,5,72748,0,0,7200,0,5,72324,2,1,-2475731913145812025,,,,,,743026351.276333,743026351.276333,1.0,743026348.0,743025924.0,1.0,,DB2407D3-AC6A-43C4-8E94-7E3CC920BAB1,/display/isBacklit,,,
22637,11,1,4556441896597362190,,,,,0,6,27664,0,0,7200,0,5,72748,2,0,-2475731913145812025,,,,,,743067666.724771,743067666.724771,1.0,743067664.0,743026348.0,0.0,,9E3AEC09-1B4C-4169-A835-EBC217AD1EC2,/display/isBacklit,,,
22638,11,1,9115178056879404450,,,,,0,6,27664,0,0,7200,0,6,27664,2,1,-2475731913145812025,,,,,,743067666.736178,743067666.736178,1.0,743067664.0,743067664.0,1.0,,FF7D4DCF-A3A4-48DD-8122-9DD6CCDFA28F,/display/isBacklit,,,
22639,11,1,1895125108930124256,,,,,0,6,27664,0,0,7200,0,6,27664,2,0,-2475731913145812025,,,,,,743067666.76347,743067666.76347,1.0,743067664.0,743067664.0,0.0,,FB7C2A09-0898-4438-A3CE-1608390454C7,/display/isBacklit,,,
22640,11,1,6275569460202480641,,,,,0,6,27664,0,0,7200,0,6,27664,2,1,-2475731913145812025,,,,,,743067666.766572,743067666.766572,1.0,743067664.0,743067664.0,1.0,,D1BC5678-76B3-46D0-A278-0AC4212A17D9,/display/isBacklit,,,
22641,11,1,8892454344339469757,,,,,0,6,33068,0,0,7200,0,6,27664,2,0,-2475731913145812025,,,,,,743073069.715344,743073069.715344,1.0,743073068.0,743067664.0,0.0,,1067BACE-7A3F-444D-9646-0CD686213917,/display/isBacklit,,,
22642,11,1,4946978819529110173,,,,,0,6,33108,0,0,7200,0,6,33068,2,1,-2475731913145812025,,,,,,743073109.067725,743073109.067725,1.0,743073108.0,743073068.0,1.0,,4D38B683-0209-4BB0-A638-527103BBA199,/display/isBacklit,,,
22643,11,1,-7136213777405387220,,,,,0,6,33304,0,0,7200,0,6,33108,2,0,-2475731913145812025,,,,,,743073305.515905,743073305.515905,1.0,743073304.0,743073108.0,0.0,,EBFDAFFD-2ECA-4E29-90E5-28596CA004DF,/display/isBacklit,,,
22644,11,1,-6278885584591249495,,,,,0,6,33344,0,0,7200,0,6,33304,2,1,-2475731913145812025,,,,,,743073346.593902,743073346.593902,1.0,743073344.0,743073304.0,1.0,,84DBFC75-1F8C-4ECE-A079-10116583987E,/display/isBacklit,,,
22645,11,1,6617123438496511046,,,,,0,6,33360,0,0,7200,0,6,33344,2,0,-2475731913145812025,,,,,,743073361.649352,743073361.649352,1.0,743073360.0,743073344.0,0.0,,F818D688-5886-4766-A9B8-928A467167B2,/display/isBacklit,,,
22646,11,1,-6237393835001622446,,,,,0,6,33392,0,0,7200,0,6,33360,2,1,-2475731913145812025,,,,,,743073392.445861,743073392.445861,1.0,743073392.0,743073360.0,1.0,,60B6BE89-7028-44E7-A90B-62D6A6DEBD8C,/display/isBacklit,,,
22647,11,1,7423133175575845406,,,,,0,7,27328,0,0,7200,0,6,33392,2,0,-2475731913145812025,,,,,,743153728.882152,743153728.882152,1.0,743153728.0,743073392.0,0.0,,AC4C1BD0-CA2E-47DC-90D5-172EE0E96A84,/display/isBacklit,,,
22648,11,1,6266504625682238340,,,,,0,7,27328,0,0,7200,0,7,27328,2,1,-2475731913145812025,,,,,,743153728.894985,743153728.894985,1.0,743153728.0,743153728.0,1.0,,396BC0A5-1476-4DA1-A88C-8DB4EFAF35AB,/display/isBacklit,,,
22649,11,1,3047699575438094710,,,,,0,7,27328,0,0,7200,0,7,27328,2,0,-2475731913145812025,,,,,,743153728.970589,743153728.970589,1.0,743153728.0,743153728.0,0.0,,E34FF193-3D35-4BC7-9F55-DA392F16734C,/display/isBacklit,,,
22650,11,1,-6205193987275836727,,,,,0,7,27328,0,0,7200,0,7,27328,2,1,-2475731913145812025,,,,,,743153728.979732,743153728.979732,1.0,743153728.0,743153728.0,1.0,,9D2889BC-3507-4CCF-8709-F1FD3BA8A38B,/display/isBacklit,,,
22651,11,1,7914286720447043422,,,,,0,7,42260,0,0,7200,0,7,27328,2,0,-2475731913145812025,,,,,,743168663.096115,743168663.096115,1.0,743168660.0,743153728.0,0.0,,A0EFE2CE-4A7B-4EBC-96AF-5DFA901AA1D8,/display/isBacklit,,,
22652,11,1,4014369976837448580,,,,,0,7,42292,0,0,7200,0,7,42260,2,1,-2475731913145812025,,,,,,743168693.105222,743168693.105222,1.0,743168692.0,743168660.0,1.0,,22FF4B96-E2A2-4EC2-9D0B-D25A84B3E4EE,/display/isBacklit,,,
22653,11,1,-3721917707183305201,,,,,0,7,42292,0,0,7200,0,7,42292,2,0,-2475731913145812025,,,,,,743168694.120818,743168694.120818,1.0,743168692.0,743168692.0,0.0,,55D8B913-965E-43E9-A79B-44FFC57EC420,/display/isBacklit,,,
22654,11,1,3794533996496085060,,,,,0,7,42892,0,1,7200,0,7,42319,1,2265061383570402976,6584185901589580638,2645.0,,,,,743169292.734104,743169292.734104,1.0,743169292.0,743168719.0,2.265061383570403e+18,,7C840178-E4FC-4599-8948-7CA627A1EE15,/app/usage,com.brave.Browser,,
22655,11,1,-6033250426117255394,,,,,0,7,42892,0,1,7200,0,7,42892,1,-6393210559445685120,6584185901589580638,2645.0,,,,,743169292.950245,743169292.950245,1.0,743169292.0,743169292.0,1.2053533514263867e+19,,A85474CF-321B-4FBF-9D04-F5A2C48B85ED,/app/usage,com.electron.ollama,,
22656,11,1,3698491489672488292,,,,,0,7,42917,0,1,7200,0,7,42892,1,2265061383570402976,6584185901589580638,2645.0,,,,,743169317.864462,743169317.864462,1.0,743169317.0,743169292.0,2.265061383570403e+18,,368315E7-DADC-489C-99A9-299A912D8DA4,/app/usage,com.brave.Browser,,
22657,11,2,-1543543377274257341,,,,,0,7,42916,0,0,7200,0,7,42292,2,1,-2475731913145812025,,,,,,743169318.818599,743169318.818599,1.0,743169316.0,743168692.0,1.0,,1E3E701F-8BFC-43E3-873B-A032F8419B3B,/display/isBacklit,,,
22658,11,1,4540357696466110510,,,,,0,7,42918,0,1,7200,0,7,42917,1,2961235614696431925,6584185901589580638,2645.0,,,,,743169318.801275,743169318.801275,1.0,743169318.0,743169317.0,2.961235614696432e+18,,AA14BCBA-A90B-4588-A52C-CF7A60986FAB,/app/usage,com.apple.finder,,
22660,11,1,5425842328675488067,,,,,0,7,52450,0,1,7200,0,7,52444,1,8276368722376633518,6584185901589580638,2645.0,,,,,743178850.972124,743178850.972124,1.0,743178850.0,743178844.0,8.276368722376633e+18,,CE3CA01E-5177-486F-9A32-2781ABDAC275,/app/usage,org.openvpn.client.app,,
22661,11,1,-6605105060668884465,,,,,0,7,52469,0,1,7200,0,7,52452,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743178869.642022,743178869.642022,1.0,743178869.0,743178852.0,1.0624569508603087e+19,,F63A6930-9FD2-4450-B7F8-17D9D7C2C0AC,/app/usage,ru.keepcoder.Telegram,,
22662,11,1,4746551547381001573,,,,,0,7,52471,0,1,7200,0,7,52469,1,8276368722376633518,6584185901589580638,2645.0,,,,,743178871.990521,743178871.990521,1.0,743178871.0,743178869.0,8.276368722376633e+18,,4BDF572E-D16B-434B-B4E3-6F937970A198,/app/usage,org.openvpn.client.app,,
22663,11,1,-2027488106872457031,,423.0,,,0,7,52472,0,1,7200,0,7,52472,1,2687269364483809848,-635635896434291546,16695.0,,,,,743178872.660507,743178872.660507,1.0,743178872.0,743178872.0,2.68726936448381e+18,,49A4935C-5FA8-449F-9D19-FBE73956AC19,/discoverability/signals,com.apple.Safari.user-opened-tab,,
22664,11,1,-3349523480224773412,,,,,0,7,52477,0,1,7200,0,7,52477,1,2939589157913874707,6584185901589580638,16696.0,,,,,743178877.722687,743178877.722687,1.0,743178877.0,743178877.0,2.939589157913875e+18,,9AA18170-765E-4EEB-8C45-2C174C54EA7C,/app/webUsage,com.apple.Safari,,
22665,11,1,8887635144135730620,,,,,0,7,52489,0,1,7200,0,7,52477,1,2939589157913874707,6584185901589580638,16697.0,,,,,743178889.125442,743178889.125442,1.0,743178889.0,743178877.0,2.939589157913875e+18,,F0A74675-57C1-42B6-A7EC-8BB7C4461409,/app/webUsage,com.apple.Safari,,
22666,11,1,5101760916793801266,,,,,0,7,52489,0,1,7200,0,7,52471,1,2939589157913874707,6584185901589580638,2645.0,,,,,743178889.134913,743178889.134913,1.0,743178889.0,743178871.0,2.939589157913875e+18,,2A5538C6-F009-41B2-909D-035AFA27FAFE,/app/usage,com.apple.Safari,,
22667,11,1,6671750525826811353,,,,,0,7,52489,0,1,7200,0,7,52489,1,2939589157913874707,6584185901589580638,16699.0,,,,,743178889.718689,743178889.718689,1.0,743178889.0,743178889.0,2.939589157913875e+18,,A2BB73D8-C820-4DE8-A5EE-E4FA4A7C2764,/app/webUsage,com.apple.Safari,,
22668,11,1,-2115352902327766375,,,,,0,7,52522,0,1,7200,0,7,52489,1,2265061383570402976,6584185901589580638,2645.0,,,,,743178922.828917,743178922.828917,1.0,743178922.0,743178889.0,2.265061383570403e+18,,19129E31-10CC-4B3F-B970-82BEA7DC52C0,/app/usage,com.brave.Browser,,
22669,11,1,-3829567512162240363,,,,,0,7,52526,0,1,7200,0,7,52522,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743178926.947673,743178926.947673,1.0,743178926.0,743178922.0,1.0624569508603087e+19,,AC8087BA-3F83-40F9-9EF0-6123B9EFD6BF,/app/usage,ru.keepcoder.Telegram,,
22670,11,1,-6834482192144311428,,,,,0,7,52549,0,1,7200,0,7,52526,1,2265061383570402976,6584185901589580638,2645.0,,,,,743178949.224642,743178949.224642,1.0,743178949.0,743178926.0,2.265061383570403e+18,,49240219-73DA-491E-B043-54751E1F2598,/app/usage,com.brave.Browser,,
22671,11,1,-8258370874939226952,,,,,0,7,52582,0,1,7200,0,7,52549,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743178982.97161,743178982.97161,1.0,743178982.0,743178949.0,1.0624569508603087e+19,,C6172685-D27F-4BF3-BC9C-2ACDBD83C153,/app/usage,ru.keepcoder.Telegram,,
22672,11,1,3979402200022106536,,,,,0,7,52604,0,1,7200,0,7,52582,1,2265061383570402976,6584185901589580638,2645.0,,,,,743179004.38728,743179004.38728,1.0,743179004.0,743178982.0,2.265061383570403e+18,,6F26DFA4-785F-4E17-A83E-4417BF789F74,/app/usage,com.brave.Browser,,
22673,11,1,8304535901934097527,,,,,0,7,52606,0,1,7200,0,7,52604,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743179006.458724,743179006.458724,1.0,743179006.0,743179004.0,1.0624569508603087e+19,,FB3D221F-08C5-4978-B077-3E26FA6C51A2,/app/usage,ru.keepcoder.Telegram,,
22674,11,1,-2507680845169322755,,,,,0,7,52627,0,1,7200,0,7,52606,1,2265061383570402976,6584185901589580638,2645.0,,,,,743179027.344727,743179027.344727,1.0,743179027.0,743179006.0,2.265061383570403e+18,,A33D3D49-9147-4CA8-BBCE-8B3B5A2225AD,/app/usage,com.brave.Browser,,
22675,11,1,8379826029342507737,,,,,0,7,52653,0,1,7200,0,7,52627,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743179053.534511,743179053.534511,1.0,743179053.0,743179027.0,1.0624569508603087e+19,,56CE6897-93F6-49DE-9C59-6CDFC2FB4A12,/app/usage,ru.keepcoder.Telegram,,
22676,11,1,-9031952936107198498,,,,,0,7,52670,0,1,7200,0,7,52653,1,2265061383570402976,6584185901589580638,2645.0,,,,,743179070.849164,743179070.849164,1.0,743179070.0,743179053.0,2.265061383570403e+18,,1EE516D2-71EC-4A03-B890-7A7AF2A56505,/app/usage,com.brave.Browser,,
22677,11,1,3205832426126967355,,,,,0,7,52676,0,1,7200,0,7,52670,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743179076.748477,743179076.748477,1.0,743179076.0,743179070.0,1.0624569508603087e+19,,26200464-532F-4296-96BD-31094051333A,/app/usage,ru.keepcoder.Telegram,,
22678,11,1,8248635281253246172,,,,,0,2,61593,0,1,7200,0,2,61520,1,2265061383570402976,6584185901589580638,2645.0,,,,,743360793.378619,743360793.378619,1.0,743360793.0,743360720.0,2.265061383570403e+18,,3B67319E-2374-46CE-BE48-6AAD34540DFE,/app/usage,com.brave.Browser,,
22679,11,1,629823743227658237,,,,,0,2,61631,0,1,7200,0,2,61593,1,4674431735322325019,6584185901589580638,2645.0,,,,,743360832.049895,743360832.049895,1.0,743360831.0,743360793.0,4.674431735322325e+18,,A98A7C95-34D0-4DB0-B556-6D1A6B0F2ABD,/app/usage,com.googlecode.iterm2,,
22680,11,1,6586135402382783893,,,,,0,2,61763,0,1,7200,0,2,61631,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743360963.271348,743360963.271348,1.0,743360963.0,743360831.0,1.5031132373507439e+19,,7B27CBB2-FE92-4A90-8E11-3CC5F3EDAC56,/app/usage,com.microsoft.VSCode,,
22681,11,1,-1998513911437667405,,,,,0,2,61788,0,1,7200,0,2,61763,1,4674431735322325019,6584185901589580638,2645.0,,,,,743360988.590806,743360988.590806,1.0,743360988.0,743360963.0,4.674431735322325e+18,,37DB0EFC-DF8A-498E-B9AF-C6E87BBB136A,/app/usage,com.googlecode.iterm2,,
22682,11,1,288750537797785325,,,,,0,2,61806,0,1,7200,0,2,61788,1,2265061383570402976,6584185901589580638,2645.0,,,,,743361006.520909,743361006.520909,1.0,743361006.0,743360988.0,2.265061383570403e+18,,602D997B-DEF5-4B6E-BB4D-65E2A6280190,/app/usage,com.brave.Browser,,
22683,11,1,4149276457162322529,,,,,0,2,61939,0,1,7200,0,2,61872,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743361139.191442,743361139.191442,1.0,743361139.0,743361072.0,1.5031132373507439e+19,,5EBD7029-C3CF-40BE-B76A-0E9B55F2CBE1,/app/usage,com.microsoft.VSCode,,
22684,11,1,139867953897445035,,,,,0,2,62043,0,1,7200,0,2,61939,1,2265061383570402976,6584185901589580638,2645.0,,,,,743361243.249995,743361243.249995,1.0,743361243.0,743361139.0,2.265061383570403e+18,,3AE040EA-E38B-4037-84FC-E2252C47911B,/app/usage,com.brave.Browser,,
22685,11,1,-4627490448231918523,,,,,0,2,63323,0,1,7200,0,2,62043,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743362523.283599,743362523.283599,1.0,743362523.0,743361243.0,1.5031132373507439e+19,,0FB09332-50BA-4885-8F93-30B5CECB4266,/app/usage,com.microsoft.VSCode,,
22686,11,1,6280093973276521212,,,,,0,2,63554,0,1,7200,0,2,63323,1,2265061383570402976,6584185901589580638,2645.0,,,,,743362754.567889,743362754.567889,1.0,743362754.0,743362523.0,2.265061383570403e+18,,C8DD9AE1-5AD3-4550-B2C7-D6AD4D3C10E5,/app/usage,com.brave.Browser,,
22687,11,1,-8814404674063037697,,,,,0,2,63758,0,1,7200,0,2,63715,2,0,-2475731913145812025,7858.0,,,,,743362958.553522,743362958.553522,1.0,743362958.0,743362915.0,0.0,,E23F29F7-23A1-497B-B65E-6F2C11F8271E,/bluetooth/isConnected,,,
22688,11,1,9070603829049559788,,,,,0,2,63818,0,1,7200,0,2,63767,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743363018.269785,743363018.269785,1.0,743363018.0,743362967.0,1.5031132373507439e+19,,E5B798B0-A762-4CDD-B02B-9236FFB4746B,/app/usage,com.microsoft.VSCode,,
22689,11,1,6270176357042905363,,,,,0,2,63851,0,1,7200,0,2,63818,1,2265061383570402976,6584185901589580638,2645.0,,,,,743363051.262253,743363051.262253,1.0,743363051.0,743363018.0,2.265061383570403e+18,,9E0628B3-5C00-45F0-B61C-922ED559E232,/app/usage,com.brave.Browser,,
22690,11,1,3093846787319023630,,,,,0,2,63853,0,1,7200,0,2,63851,1,4674431735322325019,6584185901589580638,2645.0,,,,,743363053.388449,743363053.388449,1.0,743363053.0,743363051.0,4.674431735322325e+18,,6CF12DAA-CF05-4B9A-9C3A-D308528CC561,/app/usage,com.googlecode.iterm2,,
22691,11,1,-7218661767785476664,,,,,0,2,63853,0,1,7200,0,2,63853,1,8276368722376633518,6584185901589580638,2645.0,,,,,743363053.835599,743363053.835599,1.0,743363053.0,743363053.0,8.276368722376633e+18,,B97EB20C-FF0C-4C6C-81E3-30FEFC5385A5,/app/usage,org.openvpn.client.app,,
22692,11,1,-3242601639782439174,,,,,0,2,76313,0,1,7200,0,2,76283,1,8276368722376633518,6584185901589580638,2645.0,,,,,743375513.73743,743375513.73743,1.0,743375513.0,743375483.0,8.276368722376633e+18,,F24FECD9-DEC7-4A60-AB7E-E0180B079AF7,/app/usage,org.openvpn.client.app,,
22693,11,1,5231169499269223369,,,,,0,2,76330,0,1,7200,0,2,76320,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375530.807462,743375530.807462,1.0,743375530.0,743375520.0,3.4352074210847237e+18,,17975A22-F9EB-434A-BD69-11FAA255AFEF,/app/usage,com.apple.systempreferences,,
22694,11,1,6738666421879512322,,,,,0,2,76377,0,1,7200,0,2,76330,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375577.117136,743375577.117136,1.0,743375577.0,743375530.0,2.265061383570403e+18,,6B754081-478F-40C7-BB18-202AE1F482A5,/app/usage,com.brave.Browser,,
22695,11,1,-3881900239837439964,,,,,0,2,76397,0,1,7200,0,2,76377,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375597.725377,743375597.725377,1.0,743375597.0,743375577.0,3.4352074210847237e+18,,5D982B22-6DB7-4586-9DA1-411C94F58206,/app/usage,com.apple.systempreferences,,
22696,11,1,6335108058363150944,,,,,0,2,76411,0,1,7200,0,2,76397,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375611.329473,743375611.329473,1.0,743375611.0,743375597.0,2.265061383570403e+18,,5DDD9B2F-BE0A-48AF-BA33-1C2369BF9AA5,/app/usage,com.brave.Browser,,
22697,11,1,-3411909394034052729,,,,,0,2,76443,0,1,7200,0,2,76411,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375643.799601,743375643.799601,1.0,743375643.0,743375611.0,3.4352074210847237e+18,,0DAED1D7-8F25-4B06-90BC-10D07606EA6B,/app/usage,com.apple.systempreferences,,
22698,11,1,-3794988401492109930,,,,,0,2,76453,0,1,7200,0,2,76443,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375653.954393,743375653.954393,1.0,743375653.0,743375643.0,2.265061383570403e+18,,98F310B3-912F-4DFA-AEC8-6E0F3F345CC0,/app/usage,com.brave.Browser,,
22699,11,1,-3194412861921550753,,,,,0,2,76456,0,1,7200,0,2,76453,1,8276368722376633518,6584185901589580638,2645.0,,,,,743375656.105645,743375656.105645,1.0,743375656.0,743375653.0,8.276368722376633e+18,,DC8DFCD9-BE9C-462F-AADF-373EA37D1812,/app/usage,org.openvpn.client.app,,
22700,11,1,8960119538003262875,,,,,0,2,76509,0,1,7200,0,2,76456,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375709.145081,743375709.145081,1.0,743375709.0,743375656.0,3.4352074210847237e+18,,D531122B-4749-4FBD-8E78-6391504F4A0D,/app/usage,com.apple.systempreferences,,
22701,11,1,-5365128366721608243,,,,,0,2,76739,0,1,7200,0,2,76509,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375939.985481,743375939.985481,1.0,743375939.0,743375709.0,2.265061383570403e+18,,81F82D4F-C5C6-4D20-BDA5-620450CD4641,/app/usage,com.brave.Browser,,
22702,11,1,-4796290487861784820,,,,,0,2,76820,0,1,7200,0,2,76739,1,3435207421084723711,6584185901589580638,2645.0,,,,,743376020.776978,743376020.776978,1.0,743376020.0,743375939.0,3.4352074210847237e+18,,F5E6B470-35EE-4BC5-9A4F-7DF773AC8E73,/app/usage,com.apple.systempreferences,,
22703,11,1,-4341796884504843914,,,,,0,2,77401,0,1,7200,0,2,76820,1,2265061383570402976,6584185901589580638,2645.0,,,,,743376601.294436,743376601.294436,1.0,743376601.0,743376020.0,2.265061383570403e+18,,B7056C7C-ED28-4FE2-936F-B0B66447A980,/app/usage,com.brave.Browser,,
22704,11,1,7336595287118935003,,,,,0,2,77726,0,1,7200,0,2,77401,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743376926.961733,743376926.961733,1.0,743376926.0,743376601.0,1.0624569508603087e+19,,920BD08D-225E-4884-BDC9-8AED3E64C3A3,/app/usage,ru.keepcoder.Telegram,,
22705,11,1,2352617883249145802,,,,,0,2,77724,0,0,7200,0,2,76280,2,1,-2475731913145812025,,,,,,743376927.010051,743376927.010051,1.0,743376924.0,743375480.0,1.0,,945B3AFC-B370-4B41-9676-DB907DC1E5AE,/display/isBacklit,,,
22706,11,1,8086500418013403388,,,,,0,2,77924,0,0,7200,0,2,77724,2,0,-2475731913145812025,,,,,,743377127.608557,743377127.608557,1.0,743377124.0,743376924.0,0.0,,FD90A60D-FCF2-430E-93B8-D517AA894E3C,/display/isBacklit,,,
22707,11,1,4652551380038607568,,,,,0,2,77936,0,1,7200,0,2,77927,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743377136.113048,743377136.113048,1.0,743377136.0,743377127.0,1.0624569508603087e+19,,B1359920-5F38-4F23-8390-B4F74774539F,/app/usage,ru.keepcoder.Telegram,,
22708,11,1,-677309076410249524,,,,,0,2,78024,0,1,7200,0,2,77936,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377224.570165,743377224.570165,1.0,743377224.0,743377136.0,2.265061383570403e+18,,8C309D31-AD8F-4E5C-8029-63785FE0597A,/app/usage,com.brave.Browser,,
22709,11,1,2039801416870909833,,,,,0,2,78083,0,1,7200,0,2,78024,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377283.367735,743377283.367735,1.0,743377283.0,743377224.0,1.5031132373507439e+19,,AC7306F9-4205-4FF6-B2CD-0814826F353D,/app/usage,com.microsoft.VSCode,,
22710,11,1,-2013459929669522943,,,,,0,2,78098,0,1,7200,0,2,78083,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377298.792916,743377298.792916,1.0,743377298.0,743377283.0,2.265061383570403e+18,,755EF046-0232-4F05-9600-AC30DB726FFF,/app/usage,com.brave.Browser,,
22711,11,1,-3559763397761888887,,,,,0,2,78114,0,1,7200,0,2,78098,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377314.214035,743377314.214035,1.0,743377314.0,743377298.0,1.5031132373507439e+19,,EC9A1346-A980-41A7-8087-A89A26AC621C,/app/usage,com.microsoft.VSCode,,
22712,11,1,-6816364393408543246,,,,,0,2,78123,0,1,7200,0,2,78114,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377323.66308,743377323.66308,1.0,743377323.0,743377314.0,2.265061383570403e+18,,3376675D-8283-4333-B1A4-364AB64C8D68,/app/usage,com.brave.Browser,,
22713,11,1,-841000697639330000,,,,,0,2,78181,0,1,7200,0,2,78123,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377381.557115,743377381.557115,1.0,743377381.0,743377323.0,1.5031132373507439e+19,,FE87720E-E7ED-4D83-81AC-B3715B51EB46,/app/usage,com.microsoft.VSCode,,
22714,11,1,-1641227375172879998,,,,,0,2,78219,0,1,7200,0,2,78181,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377419.744504,743377419.744504,1.0,743377419.0,743377381.0,2.265061383570403e+18,,E998765E-D6FC-45CB-AF66-9045EFC6C2CB,/app/usage,com.brave.Browser,,
22715,11,1,-5566950087534904988,,,,,0,2,78244,0,1,7200,0,2,78219,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377444.706327,743377444.706327,1.0,743377444.0,743377419.0,1.5031132373507439e+19,,8492376E-D6A3-456F-B3CB-D7BCE8A24294,/app/usage,com.microsoft.VSCode,,
22716,11,1,622083457200850146,,,,,0,2,78268,0,1,7200,0,2,78244,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377468.431835,743377468.431835,1.0,743377468.0,743377444.0,2.265061383570403e+18,,CE013734-7C15-4337-BF06-95C22F450292,/app/usage,com.brave.Browser,,
22717,11,1,-7966264308261935581,,,,,0,2,78341,0,1,7200,0,2,78268,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377541.600078,743377541.600078,1.0,743377541.0,743377468.0,1.5031132373507439e+19,,9A1ADD0B-0C94-4553-8665-2A8F5A3B0366,/app/usage,com.microsoft.VSCode,,
